customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,age,age_clean,job title,industry,wealth_segment,deceased_iNodicator,owns_car,tenure
600,Duke,Allnatt,Male,65,1974-05-10,51,51,Nurse,Argiculture,Mass Customer,No,Yes,8
601,Ken,Renfree,Male,56,1992-12-04,32,32,Senior Quality Engineer,Retail,High Net Worth,No,Yes,4
602,Lebbie,Bruck,Female,0,1992-03-28,33,33,Office Assistant II,,High Net Worth,No,Yes,9
603,Alidia,Durrett,Female,28,1987-04-18,38,38,Marketing Assistant,Financial Services,Affluent Customer,No,No,11
604,Mella,Petrovsky,Female,72,1998-02-10,27,27,Help Desk Operator,IT,Affluent Customer,No,No,3
605,Bart,Creenan,Male,13,1972-03-26,53,53,Electrical Engineer,Manufacturing,Mass Customer,No,Yes,5
606,Filia,Rosson,Female,62,1989-07-16,35,35,Chemical Engineer,Manufacturing,Mass Customer,No,Yes,2
607,Adelaida,Redmond,Female,55,1976-08-10,48,48,Dental Hygienist,Health,Mass Customer,No,No,15
608,Alisun,Heinecke,Female,55,1980-01-08,45,45,Accounting Assistant I,Retail,High Net Worth,No,Yes,12
609,Margalit,Dorwood,Female,32,2000-11-06,24,24,Computer Systems Analyst II,Health,Mass Customer,No,No,1
610,Hyatt,Craine,Male,45,1958-03-16,67,67,Help Desk Technician,Financial Services,Mass Customer,No,Yes,15
611,Otto,Huriche,Male,58,1986-12-20,38,38,Help Desk Technician,Manufacturing,Mass Customer,No,Yes,16
612,Grange,Skillington,Male,50,1962-01-12,63,63,GIS Technical Architect,Health,Mass Customer,No,No,14
613,Carolann,O'Hallagan,Female,4,1989-11-14,35,35,Analyst Programmer,Property,High Net Worth,No,No,17
614,Nonnah,Johns,Female,45,1995-09-12,29,29,,Manufacturing,Mass Customer,No,Yes,11
615,Rebeca,Martonfi,Female,93,1956-05-11,69,69,Human Resources Assistant I,Property,Mass Customer,No,No,19
616,Perl,Bysaker,Female,36,1995-07-13,29,29,,Health,High Net Worth,No,No,6
617,Idell,Cole,Female,81,1960-08-01,64,64,Director of Sales,Property,Mass Customer,No,No,15
618,Lucho,Mitie,Male,17,1962-04-05,63,63,Electrical Engineer,Manufacturing,Affluent Customer,No,Yes,18
619,Finn,Dahlman,Male,39,1977-08-14,47,47,Speech Pathologist,Property,Mass Customer,No,No,20
620,Willy,Langley,Female,54,1973-03-26,52,52,Financial Analyst,Financial Services,Mass Customer,No,Yes,5
621,Constantin,Giacobbo,Male,78,1964-11-29,60,60,Systems Administrator III,,High Net Worth,No,No,14
622,Arri,Lamden,Male,18,1968-10-18,56,56,,Financial Services,Mass Customer,No,No,17
623,Hazel,Brokenshire,Male,52,1988-04-23,37,37,Health Coach II,Property,High Net Worth,No,No,4
624,Winny,Girtin,Male,44,1976-01-13,49,49,Research Assistant II,Manufacturing,Mass Customer,No,Yes,13
625,Abra,Probets,Female,33,1974-11-27,50,50,Assistant Media Planner,Entertainment,High Net Worth,No,Yes,7
626,Albrecht,Forty,Male,12,1992-11-24,32,32,Geological Engineer,Manufacturing,Mass Customer,No,No,2
627,Shanta,Knill,Female,24,1970-09-24,54,54,,,High Net Worth,No,No,10
628,Mallissa,Gillespie,Female,14,1981-10-24,43,43,Actuary,Financial Services,Mass Customer,No,No,13
629,Basil,Brellin,Male,29,1960-12-06,64,64,Chemical Engineer,Manufacturing,High Net Worth,No,No,6
630,D'arcy,Rowden,Male,90,1986-08-11,38,38,Statistician III,Property,Affluent Customer,No,Yes,17
631,Ortensia,Dronsfield,Female,33,1966-09-14,58,58,Computer Systems Analyst I,Health,Affluent Customer,No,No,17
632,Angeli,O'Hegertie,Male,67,1998-04-26,27,27,General Manager,Health,Mass Customer,No,No,1
633,Alair,Hopkins,Male,51,1986-03-12,39,39,Nurse,,High Net Worth,No,Yes,11
634,Melonie,Zisneros,Female,35,1978-01-30,47,47,Speech Pathologist,Manufacturing,Mass Customer,No,No,15
635,Joelle,Prior,Female,78,1976-09-25,48,48,Programmer Analyst IV,,Mass Customer,No,Yes,9
636,Alejandrina,Canavan,Female,42,1971-09-02,53,53,Systems Administrator II,,Mass Customer,No,No,19
637,Mercy,Wilsone,Female,60,1976-09-23,48,48,Health Coach I,Health,High Net Worth,No,No,13
638,Joey,Ledram,Male,19,1967-04-29,58,58,,Manufacturing,High Net Worth,No,No,13
639,Mayor,Ismay,Male,51,1974-06-03,51,51,Nuclear Power Engineer,Manufacturing,Mass Customer,No,No,16
640,Galvin,O'Keenan,Male,12,1975-07-12,49,49,Librarian,Entertainment,High Net Worth,No,Yes,10
641,Foster,Haysar,Male,86,1974-11-21,50,50,Accounting Assistant I,Manufacturing,Affluent Customer,No,No,3
642,Les,Mines,Male,9,1972-12-19,52,52,Automation Specialist IV,Property,Mass Customer,No,No,12
643,Carolee,Butters,Female,48,1982-12-29,42,42,Assistant Media Planner,Entertainment,Mass Customer,No,Yes,10
644,Tomlin,Hastwall,Male,59,1999-12-22,25,25,Administrative Officer,Health,Affluent Customer,No,No,2
645,Randolf,Durant,Male,50,1971-04-01,54,54,Analyst Programmer,,High Net Worth,No,No,11
646,Rowena,Parchment,Female,3,1973-07-22,51,51,Human Resources Manager,Manufacturing,Affluent Customer,No,No,13
647,Stanislas,Baildon,Male,61,1957-01-23,68,68,Assistant Manager,Retail,Mass Customer,No,Yes,10
648,Gardiner,Nutley,Male,86,1978-06-04,47,47,Accountant II,Financial Services,Mass Customer,No,Yes,9
649,Krissie,Dinan,Female,23,1974-12-07,50,50,Legal Assistant,Financial Services,Mass Customer,No,Yes,10
650,Matthew,Petschelt,Male,81,1977-10-24,47,47,Assistant Manager,Health,Mass Customer,No,No,13
651,Minni,Deegin,Female,76,1973-10-24,51,51,Tax Accountant,Health,Affluent Customer,No,No,13
652,Edee,Stoker,Female,62,1996-11-24,28,28,Staff Scientist,Financial Services,High Net Worth,No,Yes,1
653,Maxy,Hurles,Male,68,1968-01-28,57,57,Graphic Designer,Financial Services,Affluent Customer,No,Yes,19
654,Noelani,Andreuzzi,Female,2,1993-05-19,32,32,Administrative Officer,Manufacturing,Affluent Customer,No,No,5
655,Stuart,Gebhardt,Male,64,1974-11-25,50,50,General Manager,Manufacturing,Affluent Customer,No,Yes,19
656,Marty,Lebreton,Female,80,1978-11-17,46,46,Automation Specialist III,Manufacturing,High Net Worth,No,Yes,8
657,Hoyt,,Male,66,1993-02-18,32,32,Safety Technician II,Manufacturing,Affluent Customer,No,No,10
658,Donn,Bonnell,Male,38,1944-01-24,81,81,Tax Accountant,Manufacturing,Affluent Customer,No,Yes,8
659,Natalee,Stringman,Female,44,1979-10-09,45,45,,Financial Services,Affluent Customer,No,Yes,15
660,Stormi,,Female,82,1995-07-29,29,29,Geological Engineer,Manufacturing,High Net Worth,No,No,6
661,Cinderella,Haslen,Female,35,1988-05-07,37,37,Sales Associate,IT,High Net Worth,No,No,14
662,Bonnibelle,Imos,Female,41,1967-07-04,58,58,Chemical Engineer,Manufacturing,Mass Customer,No,Yes,5
663,Massimo,Seymour,Male,27,1997-07-17,27,27,VP Sales,Property,Affluent Customer,No,Yes,3
664,Mathe,Scatcher,Male,38,1994-10-05,30,30,Research Nurse,Health,High Net Worth,No,No,4
665,Chan,Kirckman,Male,82,1997-04-19,28,28,Human Resources Assistant I,,Mass Customer,No,No,5
666,Anselma,Ricardon,Female,82,1983-11-01,41,41,Social Worker,Health,High Net Worth,No,Yes,15
667,Nicoline,Samwayes,Female,62,1994-03-19,31,31,Payment Adjustment Coordinator,Manufacturing,High Net Worth,No,Yes,3
668,Ebony,Threadgall,Female,61,1966-08-26,58,58,Junior Executive,Health,Mass Customer,No,No,7
669,Fleur,Whittlesea,Female,73,1980-11-02,44,44,Research Associate,,Mass Customer,No,No,3
670,Janifer,Pountain,Female,75,1992-11-09,32,32,Business Systems Development Analyst,Retail,Affluent Customer,No,No,8
671,Aristotle,Vanni,Male,49,1984-07-25,40,40,,Argiculture,Mass Customer,No,No,5
672,Kleon,Pallatina,Male,53,1977-01-12,48,48,Analog Circuit Design manager,Retail,High Net Worth,No,No,12
673,Artie,Ommanney,Male,35,1975-06-27,50,50,VP Sales,Health,Mass Customer,No,Yes,4
674,Dalila,Rosel,Female,61,1954-08-22,70,70,Developer II,,Mass Customer,No,No,5
675,Sharl,Wiggin,Female,37,1976-12-19,48,48,Administrative Assistant I,Financial Services,Mass Customer,No,Yes,17
676,Curtis,,Male,51,1968-05-19,57,57,Senior Editor,,High Net Worth,No,Yes,14
677,El,Toupe,Male,59,1997-07-28,27,27,Senior Cost Accountant,Financial Services,Mass Customer,No,No,5
678,Ambur,Symcoxe,Female,57,1995-08-31,29,29,Accounting Assistant II,IT,High Net Worth,No,No,2
679,Yolande,Whild,Female,29,1974-10-21,50,50,Registered Nurse,Health,Mass Customer,No,No,12
680,Gay,Pickersgill,Unknown,22,1977-07-22,47,47,,IT,High Net Worth,No,Yes,
681,Jobyna,Elgey,Female,55,1978-09-18,46,46,VP Product Management,Manufacturing,Mass Customer,No,Yes,17
682,Ole,Euplate,Male,53,1971-03-16,54,54,Health Coach IV,Health,Affluent Customer,No,Yes,7
683,Brennan,Gagen,Male,60,1962-05-16,63,63,,Manufacturing,Mass Customer,No,Yes,10
684,Malvin,,Male,88,1987-07-03,38,38,Desktop Support Technician,Financial Services,Mass Customer,No,No,14
685,Booth,Birkin,Unknown,28,1977-07-22,47,47,Senior Developer,IT,Mass Customer,No,No,
686,Hallie,Le feaver,Female,60,1954-07-17,70,70,GIS Technical Architect,Argiculture,High Net Worth,No,Yes,5
687,Welby,Ninnotti,Male,25,1959-02-10,66,66,Executive Secretary,Retail,High Net Worth,No,Yes,5
688,Baron,Bullus,Male,90,1969-02-15,56,56,Junior Executive,Health,High Net Worth,No,No,9
689,Hamnet,Berford,Male,91,1966-05-19,59,59,Senior Developer,Entertainment,High Net Worth,No,Yes,16
690,Lindsey,,Male,95,1987-03-27,38,38,Assistant Professor,,Affluent Customer,No,Yes,17
691,Carver,Carwardine,Male,29,1954-08-25,70,70,,Financial Services,Affluent Customer,No,Yes,5
692,Goraud,Ayling,Male,42,1987-12-25,37,37,Database Administrator IV,Property,Mass Customer,No,No,7
693,Bambi,Hebblethwaite,Female,46,1970-10-27,54,54,,Financial Services,Affluent Customer,No,Yes,19
694,Lilith,Lanning,Female,66,1968-12-28,56,56,Media Manager III,Health,Mass Customer,No,No,13
695,Kevan,Kubal,Male,36,1977-11-30,47,47,Engineer II,Health,High Net Worth,No,No,11
696,Arch,Gaitskill,Male,57,1966-02-06,59,59,Programmer Analyst II,,Affluent Customer,No,Yes,6
697,Weston,Brokenshaw,Male,25,1986-11-29,38,38,Environmental Specialist,Entertainment,Mass Customer,No,No,10
698,Ellette,Fahy,Female,90,1996-07-20,28,28,Human Resources Manager,Manufacturing,High Net Worth,No,Yes,1
699,Mirabella,Richter,Female,16,1972-08-04,52,52,Account Representative IV,IT,Affluent Customer,No,Yes,16
700,Josias,Mulliner,Male,67,1990-02-20,35,35,,Financial Services,Mass Customer,No,No,4
701,Ransell,Ruler,Male,18,1956-05-01,69,69,Food Chemist,Health,Mass Customer,No,Yes,8
702,Zorina,Bosomworth,Female,72,1960-02-09,65,65,Help Desk Technician,,Mass Customer,No,No,8
703,Ethelda,,Female,66,1966-10-31,58,58,,Property,Mass Customer,No,No,15
704,Lindsay,Acaster,Female,49,1998-12-08,26,26,Research Nurse,Health,Mass Customer,No,No,4
705,Eddie,Yekel,Male,48,1964-01-16,61,61,Quality Engineer,Retail,High Net Worth,No,No,14
706,Kane,Gaffer,Male,44,1990-01-06,35,35,Media Manager IV,Financial Services,High Net Worth,No,Yes,5
707,Homere,Rounds,Male,97,1973-07-23,51,51,Executive Secretary,,Mass Customer,No,Yes,7
708,Idalina,Wilcot,Female,31,1987-02-15,38,38,Safety Technician II,IT,Mass Customer,No,Yes,10
709,Holly,Cavil,Female,83,1979-12-11,45,45,Accountant III,Financial Services,Mass Customer,No,Yes,5
710,Benton,Oakly,Male,76,1970-03-01,55,55,Sales Representative,Retail,High Net Worth,No,Yes,13
711,Audrey,Vickerman,Female,60,1972-03-03,53,53,,,Affluent Customer,No,No,7
712,Norine,Antonik,Female,22,1961-05-20,64,64,,IT,Mass Customer,No,No,14
713,Adena,Northedge,Female,34,1994-09-26,30,30,Help Desk Technician,,Mass Customer,No,Yes,4
714,Burtie,Scintsbury,Male,12,1964-07-13,60,60,,Manufacturing,High Net Worth,No,Yes,15
715,Royal,Shinn,Male,50,1968-09-07,56,56,Junior Executive,,Mass Customer,No,No,6
716,Trescha,Preshous,Female,31,1979-11-09,45,45,Social Worker,Health,Mass Customer,No,No,11
717,Basilius,Spieck,Male,65,1976-11-20,48,48,VP Product Management,Manufacturing,Mass Customer,No,Yes,11
718,Cathe,Lorriman,Female,38,1978-02-18,47,47,Engineer I,Manufacturing,Mass Customer,No,Yes,7
719,Pattin,Weathey,Male,2,1953-12-30,71,71,Administrative Officer,Retail,Mass Customer,No,No,14
720,Darrel,Canet,Male,67,1931-10-23,93,93,Recruiting Manager,Retail,Affluent Customer,No,No,6
721,Harmonia,Cornock,Female,84,1993-08-09,31,31,Account Representative III,,Affluent Customer,No,Yes,1
722,Stewart,Brosoli,Male,69,1956-03-17,69,69,Marketing Manager,IT,Mass Customer,No,No,5
723,Madelina,Marte,Female,41,1963-08-20,61,61,Food Chemist,Health,Mass Customer,No,Yes,6
724,Heinrik,Norcock,Male,7,1975-08-05,49,49,Analog Circuit Design manager,Financial Services,Mass Customer,No,Yes,4
725,Gage,Crossan,Male,61,1965-08-27,59,59,Design Engineer,Health,High Net Worth,No,Yes,19
726,Norma,Blackbourn,Female,69,1978-02-10,47,47,Information Systems Manager,Health,Mass Customer,No,Yes,10
727,Lenci,Duerden,Male,98,1978-10-10,46,46,Senior Editor,Manufacturing,Mass Customer,No,No,3
728,Winthrop,Corser,Male,60,1956-10-03,68,68,VP Accounting,Financial Services,Mass Customer,No,Yes,8
729,Ammamaria,Standbridge,Female,30,1973-10-23,51,51,Analog Circuit Design manager,Health,Affluent Customer,No,No,11
730,Robb,Poll,Male,42,1968-07-25,56,56,Web Designer IV,,Mass Customer,No,No,14
731,Lorenza,Cawthorne,Female,57,1969-12-04,55,55,,,Mass Customer,No,No,6
732,Bonita,Gethins,Female,71,1967-01-21,58,58,Actuary,Financial Services,Mass Customer,No,No,5
733,Ham,Mayoh,Male,25,1973-11-30,51,51,,Manufacturing,Mass Customer,No,No,13
734,Leicester,Fynes,Male,34,1980-07-06,45,45,Programmer III,Retail,Affluent Customer,No,No,11
735,Khalil,Pennings,Male,33,1965-04-20,60,60,Assistant Manager,Financial Services,Mass Customer,No,Yes,11
736,Sansone,Eastcourt,Male,41,1974-05-24,51,51,Help Desk Operator,,High Net Worth,No,No,8
737,Sisely,Oppy,Female,75,1983-07-11,41,41,Systems Administrator III,,Mass Customer,No,No,16
738,Bunnie,Whines,Female,51,1984-12-08,40,40,,Argiculture,Mass Customer,No,Yes,9
739,Arnie,Zorn,Male,36,1964-12-13,60,60,Senior Editor,Manufacturing,Mass Customer,No,No,8
740,Farr,Butterick,Male,9,1994-08-18,30,30,,Financial Services,Affluent Customer,No,No,6
741,Cristionna,Mapes,Female,16,1979-02-15,46,46,,,Mass Customer,No,No,11
742,Dexter,Robelin,Male,55,1966-04-24,59,59,Senior Developer,Manufacturing,Mass Customer,No,No,15
743,Pattin,Morican,Male,89,1981-04-06,44,44,VP Accounting,Financial Services,Mass Customer,No,Yes,13
744,Heinrik,,Male,54,1977-08-30,47,47,Graphic Designer,Manufacturing,Affluent Customer,No,Yes,14
745,Dotty,Maylott,Female,84,1978-03-22,47,47,,Manufacturing,Mass Customer,No,Yes,13
746,Aldo,Waistall,Male,47,1964-07-29,60,60,Business Systems Development Analyst,,Affluent Customer,No,Yes,17
747,Eula,Bruni,Female,91,1978-04-24,47,47,Database Administrator II,,Mass Customer,No,No,7
748,Linet,Postill,Female,51,1981-04-21,44,44,VP Marketing,Financial Services,High Net Worth,No,No,7
749,Andreas,Cosin,Male,47,1972-08-01,52,52,Environmental Specialist,Argiculture,Mass Customer,No,No,19
750,Izaak,Gisborne,Male,42,1995-04-08,30,30,Analyst Programmer,Retail,Affluent Customer,No,Yes,7
751,Amie,Dufty,Female,41,2001-10-31,23,23,Business Systems Development Analyst,Financial Services,Affluent Customer,No,No,1
752,Kalil,Palombi,Male,13,1961-06-27,64,64,Speech Pathologist,Financial Services,High Net Worth,No,No,12
753,Josy,St. Quentin,Female,82,1970-03-07,55,55,Food Chemist,Health,Affluent Customer,Yes,Yes,6
754,Patsy,Beefon,Female,15,1979-07-28,45,45,Senior Financial Analyst,Financial Services,Mass Customer,No,No,14
755,Baily,Imison,Male,31,1993-07-13,31,31,Senior Cost Accountant,Financial Services,Mass Customer,No,No,4
756,Carin,Lauthian,Female,65,1974-09-25,50,50,Computer Systems Analyst IV,Manufacturing,Mass Customer,No,Yes,16
757,Kinsley,Klimus,Male,91,1977-05-13,48,48,Environmental Tech,Financial Services,Mass Customer,No,No,18
758,Teena,Birrel,Female,99,1967-04-07,58,58,,Manufacturing,High Net Worth,No,Yes,11
759,Mitchel,Schimek,Male,89,1963-04-18,62,62,Clinical Specialist,Health,High Net Worth,No,No,13
760,Shamus,Fyndon,Male,46,1978-03-02,47,47,Assistant Professor,,Mass Customer,No,Yes,18
761,Vaughan,McCromley,Male,12,1977-11-27,47,47,Media Manager II,Health,Affluent Customer,No,Yes,4
762,Kerwin,Jossel,Male,91,1980-03-06,45,45,Environmental Specialist,,Mass Customer,No,Yes,22
763,Benita,Cuffley,Female,95,1987-11-05,37,37,Computer Systems Analyst IV,Manufacturing,Affluent Customer,No,No,12
764,Samuel,Stiff,Male,40,1977-03-16,48,48,Environmental Tech,Financial Services,Mass Customer,No,Yes,22
765,Valeria,Chazette,Female,50,1984-08-31,40,40,,Retail,Affluent Customer,No,No,16
766,Nonna,Hun,Female,16,1975-04-22,50,50,,Retail,Mass Customer,No,Yes,14
767,Gustav,Kos,Male,70,1955-12-16,69,69,Budget/Accounting Analyst II,Manufacturing,High Net Worth,No,No,11
768,Alexia,Wolford,Female,5,1974-01-14,51,51,Web Developer IV,Argiculture,Affluent Customer,No,Yes,21
769,Cameron,Letherbury,Male,65,1961-12-28,63,63,Analog Circuit Design manager,IT,Mass Customer,No,No,12
770,Zara,Maccaddie,Female,10,1984-02-05,41,41,Software Consultant,IT,High Net Worth,No,Yes,13
771,Lammond,MacGeffen,Male,12,1964-03-12,61,61,,,Affluent Customer,No,Yes,8
772,Lorianna,Vidyapin,Female,12,1998-12-26,26,26,Community Outreach Specialist,Entertainment,Mass Customer,No,No,4
773,Robbie,Handaside,Male,77,1985-02-12,40,40,,Financial Services,Affluent Customer,No,Yes,20
774,Phelia,Perotti,Female,79,1998-11-27,26,26,Operator,Manufacturing,High Net Worth,No,No,1
775,Nikita,Kilby,Male,66,1982-09-21,42,42,Accounting Assistant IV,Manufacturing,Affluent Customer,No,No,4
776,Stanley,Seven,Male,30,1980-09-24,44,44,Financial Analyst,Financial Services,High Net Worth,No,No,20
777,Wolfgang,Tarrier,Male,2,1993-01-09,32,32,Paralegal,Financial Services,High Net Worth,No,No,4
778,Stacy,Pozzi,Male,24,1976-11-17,48,48,Assistant Professor,Manufacturing,High Net Worth,No,No,13
779,Maddy,Larrat,Female,1,1992-02-10,33,33,Staff Accountant III,Health,High Net Worth,No,No,7
780,Kim,,Female,24,1973-10-12,51,51,Professor,Financial Services,Mass Customer,No,No,20
781,Elvis,O'Leagham,Male,80,1958-11-15,66,66,Legal Assistant,Manufacturing,Mass Customer,No,No,17
782,Bevvy,Siegertsz,Female,30,1976-08-29,48,48,Geological Engineer,Manufacturing,Mass Customer,No,No,17
783,Rudd,Strangeways,Male,6,1985-07-25,39,39,Information Systems Manager,Retail,Affluent Customer,No,No,14
784,Frederik,Duckett,Male,10,1977-01-24,48,48,Accounting Assistant III,IT,High Net Worth,No,Yes,22
785,Anthea,Guesford,Female,48,1979-08-26,45,45,Assistant Professor,Manufacturing,Mass Customer,No,Yes,18
786,Francklin,Ubanks,Male,34,1985-02-14,40,40,,Financial Services,Affluent Customer,No,No,16
787,Norma,Batrim,Female,29,1996-12-15,28,28,,Retail,Affluent Customer,No,Yes,2
788,Gregg,Townsend,Male,62,1964-07-01,61,61,Social Worker,Health,Mass Customer,No,No,11
789,Gabrielle,Giraudot,Female,69,1978-04-28,47,47,Geological Engineer,Manufacturing,Affluent Customer,No,Yes,14
790,Yvonne,,Female,22,1968-03-24,57,57,Senior Editor,,Affluent Customer,No,No,15
791,Tootsie,Hurt,Female,3,1968-09-29,56,56,Professor,Manufacturing,Mass Customer,No,Yes,14
792,Mitch,Rains,Male,10,1975-11-19,49,49,Structural Engineer,,High Net Worth,No,Yes,4
793,Kissie,Delong,Female,97,1989-01-30,36,36,Actuary,Financial Services,High Net Worth,No,Yes,9
794,Scott,Ommundsen,Male,99,1955-05-12,70,70,Compensation Analyst,Financial Services,Affluent Customer,No,Yes,16
795,Cassy,Awdry,Female,35,1973-08-20,51,51,Environmental Tech,Financial Services,High Net Worth,No,No,18
796,Ira,Lamlin,Female,8,1997-05-27,28,28,Financial Analyst,Financial Services,Mass Customer,No,No,2
797,Meridel,Rawet,Female,51,1973-10-20,51,51,Internal Auditor,Financial Services,Mass Customer,No,No,19
798,Dorita,Blackburne,Female,22,1988-05-20,37,37,Teacher,Financial Services,High Net Worth,No,No,5
799,Harland,Spilisy,Unknown,39,1977-07-22,47,47,Programmer I,IT,Mass Customer,No,Yes,
800,Quint,Popov,Male,68,1978-12-31,46,46,Account Coordinator,Manufacturing,Mass Customer,No,No,8
801,Bertram,Linn,Male,28,1980-10-08,44,44,Geologist IV,,Affluent Customer,No,No,20
802,Ailyn,Carberry,Female,50,1986-02-20,39,39,Financial Analyst,Financial Services,Mass Customer,No,No,3
803,Nina,Murcutt,Female,96,1999-11-11,25,25,Nuclear Power Engineer,Manufacturing,High Net Worth,No,No,3
804,Henrietta,Seater,Female,98,1999-06-17,26,26,Technical Writer,,High Net Worth,No,Yes,1
805,Jorrie,Hanhardt,Female,48,1960-04-19,65,65,Electrical Engineer,Manufacturing,Mass Customer,No,No,10
806,Carter,Kaesmakers,Male,66,1992-07-28,32,32,Sales Representative,Retail,Mass Customer,No,Yes,7
807,Lorne,Quested,Female,48,1980-11-25,44,44,Safety Technician I,,Affluent Customer,No,No,16
808,Nigel,Phippard,Male,21,1979-11-21,45,45,Social Worker,Health,High Net Worth,No,Yes,17
809,Nevsa,Washtell,Female,83,1977-10-23,47,47,Biostatistician III,Health,Mass Customer,No,No,18
810,Fawnia,Bartrum,Female,24,1998-04-04,27,27,Software Test Engineer IV,Health,Mass Customer,No,Yes,1
811,Ive,Chapelhow,Male,6,1984-01-13,41,41,Nurse Practicioner,,Mass Customer,No,No,8
812,Coral,Dunkirk,Female,1,1989-09-22,35,35,,Financial Services,Mass Customer,No,No,16
813,Lisette,Nesbit,Female,12,1962-03-21,63,63,Account Representative III,Health,Mass Customer,No,No,14
814,Raffarty,Giacomoni,Male,60,1959-12-23,65,65,Analog Circuit Design manager,Manufacturing,Mass Customer,No,No,14
815,Caryn,Sampey,Female,47,1974-07-06,51,51,,Manufacturing,Mass Customer,No,Yes,22
816,Donni,Boor,Female,71,1957-01-10,68,68,Product Engineer,Manufacturing,Mass Customer,No,No,15
817,Niel,Abilowitz,Male,38,1992-04-08,33,33,Editor,Financial Services,Mass Customer,No,Yes,6
818,Beverie,Bosanko,Female,17,1973-12-21,51,51,Chemical Engineer,Manufacturing,Mass Customer,No,No,11
819,Temp,Thebeau,Male,7,1975-07-17,49,49,Associate Professor,Manufacturing,Affluent Customer,No,Yes,5
820,Cecilia,Chipchase,Female,12,1977-01-06,48,48,,Financial Services,High Net Worth,No,No,16
821,Gregoor,Aronovitz,Male,41,1981-07-24,43,43,Financial Analyst,Financial Services,Mass Customer,No,Yes,7
822,Ardis,Tomlett,Female,67,1974-10-23,50,50,Sales Associate,Health,High Net Worth,No,No,17
823,Stesha,Morecombe,Female,91,1990-02-17,35,35,Internal Auditor,Manufacturing,Affluent Customer,No,No,9
824,Fleurette,Whardley,Female,97,1977-02-27,48,48,Financial Advisor,Financial Services,Affluent Customer,No,Yes,12
825,Willis,Whyler,Male,17,1975-08-15,49,49,Computer Systems Analyst IV,,Affluent Customer,No,Yes,16
826,Marc,Waddilove,Male,92,1998-12-25,26,26,Recruiting Manager,Financial Services,Mass Customer,No,Yes,1
827,Phillis,Rudwell,Female,90,1996-05-07,29,29,,Health,Affluent Customer,No,No,5
828,Darda,Kernocke,Female,93,1957-12-14,67,67,,Health,Mass Customer,No,Yes,20
829,Byran,Goodfield,Male,84,2001-01-22,24,24,Environmental Tech,Financial Services,High Net Worth,No,Yes,2
830,Jayson,Chilcott,Male,58,1981-05-31,44,44,VP Quality Control,Manufacturing,Affluent Customer,No,No,6
831,Teddy,Keijser,Male,4,1973-04-20,52,52,Paralegal,Financial Services,Affluent Customer,No,No,11
832,Shaun,Murphey,Male,30,1977-11-30,47,47,Research Assistant IV,Retail,Mass Customer,No,No,14
833,Wadsworth,Hubane,Male,9,1995-10-03,29,29,Safety Technician II,,High Net Worth,No,Yes,4
834,Rudolf,Brandes,Male,37,1973-04-07,52,52,Environmental Tech,Financial Services,Mass Customer,No,No,3
835,Zachary,Matyukon,Male,85,1968-04-22,57,57,Electrical Engineer,Manufacturing,Mass Customer,No,Yes,9
836,Clemence,Vautre,Female,33,1990-04-02,35,35,Actuary,Financial Services,Mass Customer,No,Yes,9
837,Derick,Fasler,Male,4,1957-01-11,68,68,Internal Auditor,,Mass Customer,No,Yes,13
838,Hayden,Heersema,Male,27,1971-02-03,54,54,Financial Advisor,Financial Services,High Net Worth,No,No,15
839,Charis,Greaves,Unknown,14,1977-07-22,47,47,Structural Analysis Engineer,IT,Mass Customer,No,Yes,
840,Chas,Carabet,Male,94,1964-06-20,61,61,VP Sales,Financial Services,Affluent Customer,No,Yes,19
841,Hanan,McGreay,Male,93,1966-09-22,58,58,Marketing Manager,Manufacturing,Affluent Customer,No,Yes,8
842,Mahmud,Dobbson,Male,59,1999-08-16,25,25,Compensation Analyst,Financial Services,High Net Worth,No,No,2
843,Salomone,Sleford,Male,80,1989-09-05,35,35,Developer II,Manufacturing,Affluent Customer,No,Yes,9
844,Tome,Tyt,Male,13,1978-01-13,47,47,Nurse Practicioner,Financial Services,High Net Worth,No,No,9
845,Koressa,Maris,Female,51,1973-12-24,51,51,Associate Professor,Manufacturing,Mass Customer,No,No,3
846,Alvan,Rebichon,Male,60,1954-03-25,71,71,Geologist I,Manufacturing,Affluent Customer,No,No,17
847,Kelci,Morrison,Female,66,1991-05-26,34,34,Chief Design Engineer,Retail,High Net Worth,No,No,9
848,Lannie,Chat,Male,79,1979-06-25,46,46,VP Product Management,Manufacturing,Mass Customer,No,No,13
849,Sylvan,Capper,Male,72,1969-09-15,55,55,Librarian,Entertainment,Mass Customer,No,No,10
850,Nevin,Hanfrey,Male,79,2000-09-24,24,24,Clinical Specialist,Health,Mass Customer,No,No,1
851,Cammi,Tesmond,Female,19,1987-12-30,37,37,Project Manager,,Affluent Customer,No,Yes,2
852,Andie,Bonney,Female,37,2000-11-04,24,24,Compensation Analyst,Financial Services,Affluent Customer,No,Yes,2
853,Nolana,Rotter,Female,26,1981-10-04,43,43,Media Manager I,Retail,Mass Customer,No,Yes,16
854,Charisse,Thoresby,Female,35,2000-10-24,24,24,Marketing Manager,,Affluent Customer,No,No,2
855,Bennie,Llywarch,Female,74,1974-10-26,50,50,General Manager,Retail,High Net Worth,No,Yes,16
